hotel_id,stars,neighbourhood,price,rating_count,rating,log_price
21894,4.0,Hernals,81,36.0,4.4,4.394449154672439
21897,4.0,Hernals,81,189.0,3.9,4.394449154672439
21901,4.0,Alsergrund,85,53.0,3.7,4.442651256490317
21902,3.0,Alsergrund,83,55.0,4.0,4.418840607796598
21903,4.0,Alsergrund,82,33.0,3.9,4.406719247264253
21904,5.0,Alsergrund,229,25.0,4.8,5.43372200355424
21906,4.0,Alsergrund,103,57.0,3.9,4.634728988229636
21907,4.0,Alsergrund,150,161.0,4.6,5.0106352940962555
21908,2.0,Alsergrund,80,50.0,3.5,4.382026634673881
21912,4.0,Alsergrund,60,203.0,4.1,4.0943445622221
21913,4.0,Alsergrund,128,251.0,4.0,4.852030263919617
21914,4.0,Alsergrund,100,142.0,4.5,4.605170185988092
21917,4.0,Alsergrund,85,18.0,4.1,4.442651256490317
21918,3.0,Alsergrund,77,20.0,3.7,4.343805421853684
21919,3.0,Alsergrund,78,77.0,3.9,4.356708826689592
21920,3.0,Alsergrund,78,76.0,4.0,4.356708826689592
21924,3.0,Donaustadt,77,77.0,3.9,4.343805421853684
21925,3.0,Donaustadt,77,193.0,2.7,4.343805421853684
21926,4.0,Donaustadt,95,94.0,4.3,4.553876891600541
21930,4.0,Donaustadt,208,178.0,4.1,5.337538079701318
21933,3.0,Donaustadt,87,330.0,3.7,4.465908118654584
21935,3.0,Favoriten,54,194.0,3.5,3.9889840465642745
21940,3.5,Favoriten,99,441.0,4.4,4.59511985013459
21941,3.5,Favoriten,75,1122.0,4.4,4.31748811353631
21943,3.0,Favoriten,76,362.0,4.4,4.330733340286331
21946,4.0,Favoriten,91,525.0,4.5,4.51085950651685
21948,2.0,Favoriten,56,113.0,2.0,4.02535169073515
21949,2.0,Favoriten,27,71.0,3.7,3.295836866004329
21956,2.0,Favoriten,33,366.0,3.4,3.4965075614664802
21959,4.0,Favoriten,71,821.0,4.0,4.2626798770413155
21964,3.0,Fischamend,59,366.0,3.0,4.07753744390572
21965,3.0,Graben,113,77.0,4.4,4.727387818712341
21967,5.0,Graben,299,144.0,4.5,5.700443573390687
21968,3.0,Innere Stadt,156,184.0,4.5,5.049856007249537
21969,5.0,Innere Stadt,513,78.0,4.8,6.240275845170769
21970,4.0,Innere Stadt,133,319.0,4.3,4.890349128221754
21971,4.0,Innere Stadt,123,73.0,4.1,4.812184355372417
21972,4.0,Innere Stadt,219,81.0,4.5,5.389071729816501
21973,4.0,Innere Stadt,152,271.0,4.3,5.0238805208462765
21975,4.0,Innere Stadt,115,211.0,4.3,4.74493212836325
21977,4.0,Innere Stadt,138,316.0,4.5,4.927253685157205
21980,4.0,Innere Stadt,146,336.0,4.4,4.983606621708336
21981,3.0,Innere Stadt,103,83.0,4.0,4.634728988229636
21984,3.0,Innere Stadt,98,88.0,3.7,4.584967478670572
21985,3.5,Innere Stadt,121,140.0,4.5,4.795790545596741
21986,4.0,Innere Stadt,149,391.0,4.0,5.003946305945459
21987,3.0,Innere Stadt,120,320.0,3.9,4.787491742782046
21988,3.0,Innere Stadt,157,21.0,4.4,5.056245805348308
21989,5.0,Innere Stadt,261,193.0,4.8,5.564520407322694
21990,3.5,Innere Stadt,145,75.0,4.1,4.976733742420574
21991,4.0,Innere Stadt,275,35.0,4.3,5.616771097666572
21995,4.0,Innere Stadt,112,505.0,4.0,4.718498871295094
21996,4.0,Innere Stadt,138,386.0,4.3,4.927253685157205
21997,3.0,Innere Stadt,84,109.0,4.0,4.430816798843313
21998,4.5,Innere Stadt,199,626.0,4.5,5.293304824724492
21999,5.0,Innere Stadt,203,334.0,4.4,5.313205979041787
22005,3.5,Innere Stadt,168,11.0,4.0,5.123963979403259
22006,5.0,Innere Stadt,544,150.0,4.8,6.298949246855942
22007,5.0,Innere Stadt,252,531.0,4.6,5.529429087511423
22008,5.0,Innere Stadt,323,253.0,4.5,5.777652323222656
22009,3.0,Innere Stadt,158,47.0,4.3,5.062595033026967
22011,4.0,Innere Stadt,218,124.0,4.6,5.384495062789089
22012,4.0,Innere Stadt,218,115.0,4.5,5.384495062789089
22013,3.0,Innere Stadt,135,110.0,3.9,4.90527477843843
22016,4.0,Innere Stadt,179,467.0,4.4,5.187385805840755
22018,4.0,Innere Stadt,157,650.0,4.5,5.056245805348308
22019,4.0,Innere Stadt,146,95.0,4.5,4.983606621708336
22020,5.0,Innere Stadt,200,564.0,4.3,5.298317366548036
22021,4.0,Innere Stadt,157,168.0,4.1,5.056245805348308
22023,3.0,Innere Stadt,108,175.0,3.5,4.68213122712422
22026,4.0,Innere Stadt,127,426.0,4.0,4.844187086458591
22028,4.0,Innere Stadt,163,148.0,4.1,5.093750200806762
22029,4.0,Innere Stadt,116,163.0,4.5,4.7535901911063645
22030,5.0,Innere Stadt,226,493.0,4.3,5.420534999272286
22031,4.0,Innere Stadt,231,56.0,4.4,5.442417710521793
22032,4.0,Innere Stadt,116,247.0,4.4,4.7535901911063645
22033,3.0,Innere Stadt,76,169.0,3.7,4.330733340286331
22035,5.0,Innere Stadt,184,599.0,4.5,5.214935757608986
22036,5.0,Innere Stadt,384,258.0,4.8,5.950642552587727
22037,4.0,Innere Stadt,166,703.0,4.3,5.111987788356544
22038,5.0,Innere Stadt,187,230.0,4.1,5.231108616854587
22039,5.0,Innere Stadt,371,112.0,4.6,5.916202062607435
22040,4.0,Innere Stadt,156,278.0,4.4,5.049856007249537
22042,4.0,Innere Stadt,169,81.0,4.5,5.1298987149230735
22045,3.0,Innere Stadt,131,203.0,3.9,4.875197323201151
22046,4.0,Innere Stadt,168,150.0,4.6,5.123963979403259
22050,4.0,Innere Stadt,242,404.0,4.8,5.488937726156687
22051,4.0,Innere Stadt,223,123.0,3.5,5.407171771460119
22052,4.0,Innere Stadt,149,653.0,4.4,5.003946305945459
22054,4.0,Innere Stadt,114,388.0,4.0,4.736198448394496
22057,4.0,Innere Stadt,163,230.0,4.4,5.093750200806762
22059,3.0,Innere Stadt,116,69.0,4.1,4.7535901911063645
22061,4.0,Innere Stadt,139,34.0,3.5,4.9344739331306915
22064,3.0,Josefstadt,79,102.0,3.5,4.3694478524670215
22065,4.0,Josefstadt,66,65.0,3.7,4.189654742026425
22067,2.5,Josefstadt,75,11.0,3.0,4.31748811353631
22068,2.0,Josefstadt,73,51.0,3.5,4.290459441148391
22069,5.0,Josefstadt,127,298.0,4.1,4.844187086458591
22071,3.0,Josefstadt,110,354.0,4.1,4.700480365792417
22072,3.0,Josefstadt,88,92.0,4.4,4.477336814478207
22073,3.0,Josefstadt,59,66.0,3.7,4.07753744390572
22075,3.0,Josefstadt,59,128.0,3.9,4.07753744390572
22076,4.0,Josefstadt,119,530.0,4.0,4.77912349311153
22077,4.0,Josefstadt,152,342.0,4.3,5.0238805208462765
22078,4.0,Josefstadt,102,194.0,4.0,4.624972813284271
22080,3.0,Josefstadt,54,63.0,3.2,3.9889840465642745
22081,3.0,Josefstadt,101,67.0,4.0,4.61512051684126
22082,2.0,Josefstadt,75,84.0,4.0,4.31748811353631
22083,2.0,Josefstadt,73,30.0,3.9,4.290459441148391
22084,3.0,Josefstadt,94,169.0,4.1,4.543294782270004
22085,4.0,Josefstadt,64,65.0,3.5,4.1588830833596715
22086,3.5,Josefstadt,81,91.0,3.7,4.394449154672439
22088,4.0,Josefstadt,115,765.0,4.5,4.74493212836325
22089,4.0,Josefstadt,101,80.0,4.4,4.61512051684126
22090,3.0,Josefstadt,68,43.0,3.7,4.219507705176107
22092,5.0,Kaerntner Strasse,354,78.0,4.5,5.869296913133774
22093,4.0,Kaerntner Strasse,153,184.0,4.1,5.030437921392435
22094,5.0,Kaerntner Strasse,202,276.0,4.3,5.308267697401205
22095,4.0,Kaerntner Strasse,169,313.0,4.1,5.1298987149230735
22097,4.0,Kaerntner Strasse,182,323.0,4.5,5.204006687076795
22099,4.0,Kaerntner Strasse,138,90.0,4.1,4.927253685157205
22100,5.0,Kaerntner Strasse,527,140.0,4.8,6.267200548541362
22101,4.0,Kaerntner Strasse,142,512.0,4.4,4.955827057601261
22104,4.0,Landstrasse,110,340.0,4.3,4.700480365792417
22107,3.5,Landstrasse,82,34.0,4.1,4.406719247264253
22110,3.5,Landstrasse,83,97.0,4.4,4.418840607796598
22113,4.0,Landstrasse,162,84.0,4.8,5.087596335232384
22114,5.0,Landstrasse,177,152.0,4.3,5.176149732573829
22117,4.0,Landstrasse,82,181.0,4.0,4.406719247264253
22118,4.0,Landstrasse,82,359.0,4.1,4.406719247264253
22119,3.0,Landstrasse,66,160.0,3.9,4.189654742026425
22120,4.0,Landstrasse,169,303.0,4.1,5.1298987149230735
22122,3.0,Landstrasse,59,254.0,3.7,4.07753744390572
22123,4.0,Landstrasse,109,173.0,4.1,4.6913478822291435
22125,3.0,Landstrasse,104,114.0,3.4,4.6443908991413725
22126,3.5,Landstrasse,145,249.0,4.3,4.976733742420574
22130,3.0,Landstrasse,85,13.0,3.5,4.442651256490317
22131,4.0,Landstrasse,184,18.0,4.5,5.214935757608986
22132,4.5,Landstrasse,137,497.0,4.1,4.919980925828125
22134,4.5,Landstrasse,116,503.0,4.5,4.7535901911063645
22135,2.0,Landstrasse,157,70.0,3.7,5.056245805348308
22136,3.0,Landstrasse,110,109.0,3.7,4.700480365792417
22138,4.0,Landstrasse,134,171.0,4.3,4.897839799950911
22140,4.0,Landstrasse,79,79.0,3.7,4.3694478524670215
22142,4.0,Landstrasse,132,281.0,4.1,4.882801922586371
22143,4.0,Landstrasse,68,108.0,4.0,4.219507705176107
22144,4.0,Leopoldstadt,128,267.0,4.1,4.852030263919617
22145,3.0,Leopoldstadt,99,183.0,4.5,4.59511985013459
22149,4.0,Leopoldstadt,86,136.0,4.0,4.454347296253507
22150,3.0,Leopoldstadt,155,11.0,4.1,5.043425116919247
22152,3.0,Leopoldstadt,63,242.0,3.4,4.143134726391533
22153,2.0,Leopoldstadt,157,81.0,3.7,5.056245805348308
22155,3.5,Leopoldstadt,134,16.0,4.0,4.897839799950911
22157,3.0,Leopoldstadt,79,122.0,3.7,4.3694478524670215
22158,4.0,Leopoldstadt,138,250.0,4.0,4.927253685157205
22159,4.0,Leopoldstadt,113,603.0,4.5,4.727387818712341
22161,2.0,Leopoldstadt,56,52.0,3.5,4.02535169073515
22162,3.0,Leopoldstadt,84,152.0,3.9,4.430816798843313
22163,2.0,Leopoldstadt,72,293.0,4.0,4.276666119016055
22165,3.0,Leopoldstadt,68,84.0,4.0,4.219507705176107
22166,3.5,Leopoldstadt,102,208.0,3.9,4.624972813284271
22167,3.0,Leopoldstadt,96,29.0,3.4,4.564348191467836
22168,1.0,Leopoldstadt,81,57.0,3.7,4.394449154672439
22169,3.0,Leopoldstadt,82,267.0,4.1,4.406719247264253
22170,3.0,Leopoldstadt,66,275.0,4.0,4.189654742026425
22171,3.0,Leopoldstadt,87,23.0,3.9,4.465908118654584
22175,5.0,Leopoldstadt,240,240.0,4.5,5.480638923341991
22176,3.0,Leopoldstadt,113,374.0,4.5,4.727387818712341
22177,3.0,Leopoldstadt,106,468.0,4.5,4.663439094112067
22179,3.0,Leopoldstadt,89,422.0,4.1,4.48863636973214
22180,2.0,Leopoldstadt,61,307.0,4.0,4.110873864173311
22182,4.0,Leopoldstadt,106,527.0,4.1,4.663439094112067
22183,4.0,Leopoldstadt,100,637.0,4.0,4.605170185988092
22184,3.0,Leopoldstadt,75,461.0,4.1,4.31748811353631
22187,4.0,Leopoldstadt,151,104.0,4.6,5.017279836814924
22188,3.0,Leopoldstadt,87,90.0,3.5,4.465908118654584
22189,4.0,Leopoldstadt,117,75.0,4.4,4.762173934797756
22190,4.0,Leopoldstadt,120,139.0,4.5,4.787491742782046
22192,2.5,Leopoldstadt,68,41.0,3.9,4.219507705176107
22193,3.0,Margareten,383,122.0,4.0,5.948034989180646
22196,4.5,Margareten,111,137.0,4.5,4.709530201312334
22198,4.0,Margareten,174,144.0,4.3,5.159055299214529
22199,3.0,Margareten,63,80.0,3.5,4.143134726391533
22201,3.5,Margareten,100,58.0,4.5,4.605170185988092
22203,4.0,Margareten,86,303.0,3.9,4.454347296253507
22205,3.0,Margareten,67,82.0,4.0,4.204692619390966
22206,4.0,Margareten,129,248.0,4.1,4.859812404361672
22208,3.0,Margareten,80,151.0,4.1,4.382026634673881
22212,3.0,Mariahilf,86,85.0,4.0,4.454347296253507
22214,4.0,Mariahilf,131,258.0,4.1,4.875197323201151
22217,2.0,Mariahilf,85,95.0,4.0,4.442651256490317
22218,3.0,Mariahilf,80,44.0,3.9,4.382026634673881
22219,4.0,Mariahilf,93,125.0,4.0,4.532599493153256
22222,3.0,Mariahilf,77,161.0,4.0,4.343805421853684
22223,4.0,Mariahilf,140,210.0,4.8,4.941642422609304
22224,4.0,Mariahilf,99,264.0,4.0,4.59511985013459
22225,4.0,Mariahilf,75,49.0,4.1,4.31748811353631
22226,4.0,Mariahilf,105,162.0,4.4,4.653960350157523
22227,3.5,Mariahilf,100,581.0,4.5,4.605170185988092
22228,3.0,Mariahilf,89,55.0,3.7,4.48863636973214
22229,3.0,Mariahilf,82,39.0,3.9,4.406719247264253
22230,4.0,Mariahilf,82,484.0,3.9,4.406719247264253
22235,4.0,Mariahilf,87,45.0,3.5,4.465908118654584
22236,4.0,Mariahilf,100,98.0,3.7,4.605170185988092
22237,4.0,Mariahilf,84,239.0,4.3,4.430816798843313
22238,2.0,Mariahilf,52,170.0,3.7,3.9512437185814275
22239,4.0,Neubau,98,100.0,3.7,4.584967478670572
22240,5.0,Neubau,333,310.0,4.9,5.808142489980444
22241,3.0,Neubau,99,305.0,4.1,4.59511985013459
22243,3.0,Neubau,77,105.0,4.0,4.343805421853684
22246,3.0,Neubau,76,141.0,3.5,4.330733340286331
22247,3.0,Neubau,89,14.0,4.4,4.48863636973214
22249,4.0,Neubau,110,328.0,4.4,4.700480365792417
22250,4.0,Neubau,184,123.0,4.6,5.214935757608986
22251,2.0,Neubau,33,181.0,3.2,3.4965075614664802
22252,3.0,Neubau,1012,77.0,4.3,6.919683849847411
22253,4.0,Neubau,99,308.0,4.1,4.59511985013459
22254,3.0,Neubau,122,54.0,3.9,4.804021044733257
22255,4.0,Neubau,122,544.0,4.3,4.804021044733257
22256,4.0,Neubau,105,359.0,4.0,4.653960350157523
22259,4.0,Neubau,109,98.0,4.0,4.6913478822291435
22260,3.0,Neubau,105,54.0,4.1,4.653960350157523
22268,3.0,Ottakring,52,69.0,3.5,3.9512437185814275
22271,4.0,Ottakring,80,83.0,4.0,4.382026634673881
22272,2.0,Rudolfsheim-Funfhaus,91,36.0,4.0,4.51085950651685
22274,2.0,Rudolfsheim-Funfhaus,47,153.0,3.7,3.8501476017100584
22275,4.0,Rudolfsheim-Funfhaus,70,136.0,3.9,4.248495242049359
22277,3.0,Rudolfsheim-Funfhaus,136,156.0,4.5,4.912654885736052
22279,3.0,Rudolfsheim-Funfhaus,80,81.0,4.1,4.382026634673881
22281,3.0,Rudolfsheim-Funfhaus,81,54.0,4.1,4.394449154672439
22285,4.0,Rudolfsheim-Funfhaus,66,225.0,3.7,4.189654742026425
22286,3.0,Rudolfsheim-Funfhaus,77,144.0,4.0,4.343805421853684
22288,4.0,Rudolfsheim-Funfhaus,69,525.0,3.7,4.23410650459726
22289,3.0,Rudolfsheim-Funfhaus,83,113.0,4.1,4.418840607796598
22290,2.0,Rudolfsheim-Funfhaus,53,10.0,4.1,3.970291913552122
22293,4.0,Rudolfsheim-Funfhaus,77,78.0,3.9,4.343805421853684
22294,2.0,Rudolfsheim-Funfhaus,48,69.0,4.5,3.871201010907891
22295,4.5,Rudolfsheim-Funfhaus,142,314.0,4.3,4.955827057601261
22296,4.0,Rudolfsheim-Funfhaus,121,134.0,3.9,4.795790545596741
22299,3.0,Schonbrunn,68,38.0,3.5,4.219507705176107
22300,3.0,Schonbrunn,63,65.0,3.7,4.143134726391533
22301,3.0,Schonbrunn,101,92.0,4.5,4.61512051684126
22302,4.0,Schonbrunn,75,100.0,3.7,4.31748811353631
22303,4.0,Schonbrunn,156,910.0,4.3,5.049856007249537
22304,3.0,Schonbrunn,56,79.0,3.5,4.02535169073515
22306,3.5,Schonbrunn,82,1541.0,4.5,4.406719247264253
22307,4.0,Schonbrunn,82,183.0,4.4,4.406719247264253
22309,3.0,Schonbrunn,106,30.0,3.7,4.663439094112067
22310,3.0,Schonbrunn,85,24.0,2.7,4.442651256490317
22312,4.0,Schonbrunn,92,140.0,4.1,4.5217885770490405
22317,3.0,Schwechat,92,333.0,4.3,4.5217885770490405
22318,4.0,Schwechat,166,923.0,4.0,5.111987788356544
22319,4.0,Schwechat,137,122.0,3.7,4.919980925828125
22320,3.0,Schwechat,99,26.0,3.7,4.59511985013459
22321,4.0,Schwechat,140,73.0,3.5,4.941642422609304
22322,3.0,Schwechat,80,161.0,3.2,4.382026634673881
22323,3.0,Schwechat,91,39.0,3.5,4.51085950651685
22326,3.0,Vienna,110,16.0,4.3,4.700480365792417
22328,4.0,Vienna,117,124.0,4.0,4.762173934797756
22331,3.0,Vienna,66,33.0,3.7,4.189654742026425
22332,5.0,Vienna,266,16.0,4.6,5.583496308781699
22333,2.0,Vienna,58,57.0,3.5,4.060443010546419
22334,3.5,Vienna,81,21.0,4.1,4.394449154672439
22335,4.0,Vienna,109,160.0,4.0,4.6913478822291435
22336,4.5,Vienna,114,985.0,4.3,4.736198448394496
22337,3.5,Vienna,125,69.0,4.4,4.8283137373023015
22338,3.0,Vienna,69,51.0,3.7,4.23410650459726
22340,4.0,Vienna,97,72.0,4.0,4.574710978503383
22341,4.0,Vienna,74,65.0,3.9,4.30406509320417
22342,4.0,Vienna,69,147.0,3.7,4.23410650459726
22343,4.0,Vienna,83,45.0,4.0,4.418840607796598
22344,3.0,Vienna,50,50.0,3.9,3.912023005428146
22345,2.0,Vienna,130,27.0,3.2,4.867534450455582
22348,3.0,Vienna,77,26.0,4.0,4.343805421853684
22349,3.0,Vienna,102,28.0,4.0,4.624972813284271
22350,3.5,Vienna,56,30.0,3.2,4.02535169073515
22353,3.0,Vienna,130,12.0,4.4,4.867534450455582
22354,3.0,Vienna,78,171.0,4.3,4.356708826689592
22355,3.0,Vienna,76,34.0,3.7,4.330733340286331
22356,4.0,Vienna,68,69.0,4.0,4.219507705176107
22358,4.0,Vienna,116,84.0,4.0,4.7535901911063645
22359,4.0,Vienna,172,212.0,4.1,5.147494476813453
22361,2.0,Vienna,80,15.0,3.2,4.382026634673881
22362,3.0,Vienna,87,12.0,4.0,4.465908118654584
22363,3.0,Vienna,90,89.0,3.0,4.499809670330265
22364,3.5,Vienna,100,74.0,4.4,4.605170185988092
22366,2.0,Vienna,92,44.0,3.2,4.5217885770490405
22373,4.0,Vienna,114,35.0,4.9,4.736198448394496
22377,4.0,Voesendorf,89,38.0,3.5,4.48863636973214
22378,4.0,Voesendorf,92,115.0,3.7,4.5217885770490405
22380,3.0,Wahring,84,186.0,4.4,4.430816798843313
22381,2.0,Wahring,124,27.0,3.5,4.820281565605037
22382,4.0,Wahring,185,45.0,4.4,5.220355825078324
22384,4.0,Wahring,85,168.0,4.0,4.442651256490317
22386,3.5,Wieden,110,77.0,4.5,4.700480365792417
22387,3.0,Wieden,86,72.0,4.3,4.454347296253507
22388,4.0,Wieden,118,158.0,4.1,4.770684624465665
22390,3.0,Wieden,92,291.0,4.3,4.5217885770490405
22391,4.0,Wieden,197,317.0,4.8,5.2832037287379885
22393,2.5,Wieden,39,193.0,3.5,3.6635616461296463
22394,4.0,Wieden,135,280.0,4.5,4.90527477843843
22395,4.0,Wieden,125,47.0,4.4,4.8283137373023015
22397,4.0,Wieden,134,125.0,4.5,4.897839799950911
22398,3.0,Wieden,91,34.0,3.5,4.51085950651685
22399,3.0,Wieden,110,112.0,3.9,4.700480365792417
22401,3.0,Wieden,100,77.0,4.0,4.605170185988092
22402,4.0,Wieden,95,572.0,4.1,4.553876891600541
22403,3.0,Wieden,73,53.0,3.4,4.290459441148391
22406,5.0,Wieden,185,145.0,4.3,5.220355825078324
22407,4.0,Wieden,100,112.0,4.4,4.605170185988092
22408,3.0,Wieden,58,169.0,3.2,4.060443010546419
